title,brand,model,storage_raw,ram_raw,condition,warranty,district,posted_date,price_raw
Xiaomi Mi 11 Lite 64GB,Xiaomi,Mi 11 Lite,64GB,4GB RAM,New,No,Badulla,"Feb 22, 2025","Rs. 32,400"
Samsung Galaxy A72 512GB (Warranty),Samsung,Galaxy A72,512GB,8GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 63,700"
Samsung Galaxy A32 128GB,Samsung,Galaxy A32,128GB,4GB RAM,Used,No,Colombo,"Nov 24, 2025","Rs. 144,000"
Samsung Galaxy S22 128GB (Warranty),Samsung,Galaxy S22,128GB,6GB RAM,Used,Yes,Colombo,Today,"Rs. 242,500"
Nokia Nokia G10 128GB (Warranty),Nokia,Nokia G10,128GB,6GB RAM,Like New,Yes,Gampaha,"Dec 24, 2025","Rs. 70,300"
Oneplus OnePlus 9 256GB,Oneplus,OnePlus 9,256GB,8GB RAM,Used,No,Anuradhapura,1 week ago,"Rs. 126,500"
Samsung Galaxy A32 128GB,Samsung,Galaxy A32,128GB,6GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 86,900"
Apple iPhone 13 Pro 128GB,Apple,iPhone 13 Pro,128GB,4GB RAM,Used,No,Colombo,3 days ago,"Rs. 124,400"
Samsung Galaxy A72 128GB (Warranty),Samsung,Galaxy A72,128GB,3GB RAM,Like New,Yes,Kandy,Today,"Rs. 356,500"
Nokia Nokia 3.4 256GB,Nokia,Nokia 3.4,256GB,8GB RAM,Like New,No,Puttalam,"Nov 24, 2025","Rs. 29,800"
Xiaomi Redmi Note 11 128GB (Warranty),Xiaomi,Redmi Note 11,128GB,6GB RAM,New,Yes,Gampaha,"Aug 26, 2025","Rs. 78,300"
Samsung Galaxy A13 128GB (Warranty),Samsung,Galaxy A13,128GB,6GB RAM,Like New,Yes,Colombo,2 days ago,"Rs. 125,600"
Samsung Galaxy S22 64GB,Samsung,Galaxy S22,64GB,4GB RAM,Used,No,Matale,1 week ago,"Rs. 115,400"
Motorola Moto G60 64GB,Motorola,Moto G60,64GB,6GB RAM,Like New,No,Mannar,"Jan 23, 2026","Rs. 68,900"
Oppo Oppo A54 128GB,Oppo,Oppo A54,128GB,6GB RAM,Used,No,Gampaha,"Feb 22, 2025","Rs. 44,300"
Nokia Nokia 3.4 64GB (Warranty),Nokia,Nokia 3.4,64GB,8GB RAM,Used,Yes,Gampaha,Yesterday,"Rs. 47,800"
Samsung Galaxy A53 256GB,Samsung,Galaxy A53,256GB,6GB RAM,Used,No,Ampara,"Dec 24, 2025","Rs. 244,100"
Realme Realme C30 128GB (Warranty),Realme,Realme C30,128GB,4GB RAM,Like New,Yes,Hambantota,"Nov 24, 2025","Rs. 98,100"
Oppo Oppo A16 32GB,Oppo,Oppo A16,32GB,2GB RAM,Like New,No,Gampaha,"Dec 24, 2025","Rs. 87,000"
Huawei Huawei Mate 30 64GB,Huawei,Huawei Mate 30,64GB,4GB RAM,Used,No,Colombo,3 days ago,"Rs. 95,100"
Oneplus OnePlus 9R 256GB,Oneplus,OnePlus 9R,256GB,8GB RAM,Like New,No,Kandy,"Dec 24, 2025","Rs. 122,600"
Realme Realme 9 32GB,Realme,Realme 9,32GB,2GB RAM,Used,No,Puttalam,"Jan 23, 2026","Rs. 10,800"
Apple iPhone X 256GB (Warranty),Apple,iPhone X,256GB,8GB RAM,New,Yes,Colombo,"Dec 24, 2025","Rs. 232,500"
Samsung Galaxy A32 512GB,Samsung,Galaxy A32,512GB,6GB RAM,Used,No,Galle,"Nov 24, 2025","Rs. 310,100"
Realme Realme C30 64GB (Warranty),Realme,Realme C30,64GB,6GB RAM,Used,Yes,Trincomalee,1 week ago,"Rs. 52,000"
Redmi Redmi Note 9 128GB (Warranty),Redmi,Redmi Note 9,128GB,3GB RAM,Used,Yes,Colombo,"Feb 22, 2025","Rs. 30,200"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,6GB RAM,Used,No,Colombo,1 week ago,"Rs. 122,900"
Oppo Oppo A57 128GB,Oppo,Oppo A57,128GB,3GB RAM,Used,No,Vavuniya,3 weeks ago,"Rs. 46,300"
Redmi Redmi 12 128GB,Redmi,Redmi 12,128GB,6GB RAM,Used,No,Kalutara,"Feb 22, 2025","Rs. 60,200"
Apple iPhone 12 Pro 128GB (Warranty),Apple,iPhone 12 Pro,128GB,4GB RAM,New,Yes,Colombo,1 week ago,"Rs. 457,700"
Apple iPhone 12 128GB (Warranty),Apple,iPhone 12,128GB,8GB RAM,Used,Yes,Gampaha,2 weeks ago,"Rs. 257,400"
Realme Realme C25 128GB (Warranty),Realme,Realme C25,128GB,4GB RAM,Used,Yes,Kandy,"Feb 22, 2025","Rs. 45,400"
Sony Sony Xperia 5 III 256GB,Sony,Sony Xperia 5 III,256GB,6GB RAM,Used,No,Colombo,6 days ago,"Rs. 130,600"
Sony Sony Xperia 10 128GB,Sony,Sony Xperia 10,128GB,8GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 51,100"
Samsung Galaxy A53 256GB,Samsung,Galaxy A53,256GB,6GB RAM,Used,No,Gampaha,"Aug 26, 2025","Rs. 157,200"
Xiaomi Redmi 10C 128GB,Xiaomi,Redmi 10C,128GB,3GB RAM,Like New,No,Hambantota,Today,"Rs. 120,500"
Oppo Oppo Reno 5 64GB,Oppo,Oppo Reno 5,64GB,8GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 74,100"
Samsung Galaxy M12 32GB (Warranty),Samsung,Galaxy M12,32GB,4GB RAM,Used,Yes,Gampaha,"Dec 24, 2025","Rs. 184,400"
Oneplus OnePlus 9R 128GB,Oneplus,OnePlus 9R,128GB,3GB RAM,Used,No,Colombo,Yesterday,"Rs. 210,100"
Apple iPhone 14 Pro 64GB (Warranty),Apple,iPhone 14 Pro,64GB,6GB RAM,Used,Yes,Gampaha,"Dec 24, 2025","Rs. 303,500"
Apple iPhone SE 256GB (Warranty),Apple,iPhone SE,256GB,12GB RAM,New,Yes,Ratnapura,2 weeks ago,"Rs. 202,500"
Huawei Huawei Nova 5T 128GB (Warranty),Huawei,Huawei Nova 5T,128GB,4GB RAM,Used,Yes,Ampara,"Jan 23, 2026","Rs. 102,200"
Huawei Huawei P30 128GB,Huawei,Huawei P30,128GB,8GB RAM,Used,No,Matara,"Aug 26, 2025","Rs. 102,500"
Huawei Huawei P30 256GB,Huawei,Huawei P30,256GB,8GB RAM,Used,No,Nuwara Eliya,"Nov 24, 2025","Rs. 115,800"
Samsung Galaxy A12 128GB,Samsung,Galaxy A12,128GB,8GB RAM,Used,No,Kalutara,3 weeks ago,"Rs. 219,900"
Redmi Redmi 12 32GB (Warranty),Redmi,Redmi 12,32GB,3GB RAM,Used,Yes,Puttalam,Today,"Rs. 39,000"
Oppo Oppo A92 128GB,Oppo,Oppo A92,128GB,4GB RAM,Used,No,Gampaha,"Feb 22, 2025","Rs. 82,300"
Vivo Vivo Y75 64GB,Vivo,Vivo Y75,64GB,6GB RAM,Used,No,Kalutara,Today,"Rs. 70,800"
Huawei Huawei Nova 5T 256GB,Huawei,Huawei Nova 5T,256GB,16GB RAM,Used,No,Ratnapura,"Feb 22, 2025","Rs. 76,900"
Samsung Galaxy A72 64GB (Warranty),Samsung,Galaxy A72,64GB,3GB RAM,Used,Yes,Matara,4 days ago,"Rs. 31,000"
Huawei Huawei P30 Pro 128GB (Warranty),Huawei,Huawei P30 Pro,128GB,4GB RAM,Used,Yes,Colombo,1 week ago,"Rs. 104,900"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,8GB RAM,Used,No,Kandy,6 days ago,"Rs. 199,800"
Realme Realme C30 32GB (Warranty),Realme,Realme C30,32GB,2GB RAM,Used,Yes,Mullaitivu,"Nov 24, 2025","Rs. 50,000"
Samsung Galaxy S23 128GB (Warranty),Samsung,Galaxy S23,128GB,4GB RAM,Like New,Yes,Nuwara Eliya,"Aug 26, 2025","Rs. 106,500"
Apple iPhone 11 128GB (Warranty),Apple,iPhone 11,128GB,4GB RAM,Used,Yes,Kalutara,3 weeks ago,"Rs. 272,100"
Oppo Oppo A54 64GB,Oppo,Oppo A54,64GB,6GB RAM,Used,No,Galle,"Jan 23, 2026","Rs. 74,500"
Sony Sony Xperia 5 III 256GB (Warranty),Sony,Sony Xperia 5 III,256GB,6GB RAM,Used,Yes,Kilinochchi,"Nov 24, 2025","Rs. 151,600"
Realme Realme 9 128GB,Realme,Realme 9,128GB,4GB RAM,Like New,No,Colombo,4 days ago,"Rs. 66,700"
Apple iPhone 14 Pro 256GB,Apple,iPhone 14 Pro,256GB,8GB RAM,Used,No,Unknown,2 weeks ago,"Rs. 182,900"
Nokia Nokia G10 32GB,Nokia,Nokia G10,32GB,2GB RAM,Used,No,Colombo,5 days ago,"Rs. 16,200"
Samsung Galaxy S21 256GB (Warranty),Samsung,Galaxy S21,256GB,12GB RAM,Used,Yes,Monaragala,"Aug 26, 2025","Rs. 208,900"
Oneplus OnePlus 10 Pro 512GB (Warranty),Oneplus,OnePlus 10 Pro,512GB,12GB RAM,New,Yes,Ratnapura,"Nov 24, 2025","Rs. 115,500"
Xiaomi Redmi Note 11 64GB,Xiaomi,Redmi Note 11,64GB,3GB RAM,Used,No,Jaffna,"Dec 24, 2025","Rs. 86,100"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,3GB RAM,Like New,No,Kalutara,"Nov 24, 2025","Rs. 194,200"
Realme Realme C25 64GB (Warranty),Realme,Realme C25,64GB,3GB RAM,Used,Yes,Kalutara,"Dec 24, 2025","Rs. 29,100"
Realme Realme 9 128GB,Realme,Realme 9,128GB,4GB RAM,Used,No,Monaragala,"Nov 24, 2025","Rs. 35,100"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,12GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 376,500"
Apple iPhone XS Max 128GB (Warranty),Apple,iPhone XS Max,128GB,4GB RAM,New,Yes,Batticaloa,"Aug 26, 2025","Rs. 629,800"
Samsung Galaxy M12 128GB,Samsung,Galaxy M12,128GB,6GB RAM,Like New,No,Gampaha,"Nov 24, 2025","Rs. 318,300"
Samsung Galaxy M12 64GB,Samsung,Galaxy M12,64GB,4GB RAM,Like New,No,Matara,"Aug 26, 2025","Rs. 238,400"
Samsung Galaxy A53 256GB,Samsung,Galaxy A53,256GB,6GB RAM,Used,No,Matara,"Aug 26, 2025","Rs. 155,700"
Xiaomi Poco M4 Pro 128GB,Xiaomi,Poco M4 Pro,128GB,6GB RAM,Used,No,Batticaloa,"Jan 23, 2026","Rs. 47,900"
Realme Realme GT Neo 2 128GB (Warranty),Realme,Realme GT Neo 2,128GB,4GB RAM,Like New,Yes,Gampaha,3 weeks ago,"Rs. 31,700"
Huawei Huawei P40 Lite 128GB (Warranty),Huawei,Huawei P40 Lite,128GB,4GB RAM,New,Yes,Unknown,"Jan 23, 2026","Rs. 242,900"
Redmi Redmi 12 128GB,Redmi,Redmi 12,128GB,4GB RAM,Used,No,Ampara,"Jan 23, 2026","Rs. 23,100"
Apple iPhone X 128GB,Apple,iPhone X,128GB,6GB RAM,Used,No,Matara,"Nov 24, 2025","Rs. 106,200"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,4GB RAM,Used,No,Kurunegala,3 weeks ago,"Rs. 206,600"
Huawei Huawei Nova 5T 128GB,Huawei,Huawei Nova 5T,128GB,8GB RAM,Like New,No,Colombo,3 weeks ago,"Rs. 146,300"
Huawei Huawei Mate 30 128GB,Huawei,Huawei Mate 30,128GB,4GB RAM,Used,No,Colombo,3 days ago,"Rs. 116,400"
Nokia Nokia G20 64GB,Nokia,Nokia G20,64GB,4GB RAM,Used,No,Kalutara,"Feb 22, 2025","Rs. 17,200"
Huawei Huawei P30 Pro 64GB (Warranty),Huawei,Huawei P30 Pro,64GB,4GB RAM,Used,Yes,Hambantota,5 days ago,"Rs. 149,600"
Samsung Galaxy A12 128GB (Warranty),Samsung,Galaxy A12,128GB,4GB RAM,Used,Yes,Trincomalee,3 weeks ago,"Rs. 223,000"
Redmi Redmi 10 128GB,Redmi,Redmi 10,128GB,4GB RAM,Used,No,Polonnaruwa,1 week ago,"Rs. 74,700"
Samsung Galaxy S22 128GB,Samsung,Galaxy S22,128GB,3GB RAM,Used,No,Gampaha,Yesterday,"Rs. 65,000"
Apple iPhone XS Max 256GB,Apple,iPhone XS Max,256GB,12GB RAM,Used,No,Kurunegala,4 days ago,"Rs. 330,000"
Xiaomi Poco X3 128GB,Xiaomi,Poco X3,128GB,4GB RAM,Used,No,Galle,"Feb 22, 2025","Rs. 42,000"
Samsung Galaxy M32 256GB,Samsung,Galaxy M32,256GB,8GB RAM,Used,No,Gampaha,"Jan 23, 2026","Rs. 176,700"
Apple iPhone 11 256GB,Apple,iPhone 11,256GB,8GB RAM,Used,No,Colombo,3 days ago,"Rs. 138,200"
Samsung Galaxy A32 64GB,Samsung,Galaxy A32,64GB,8GB RAM,Used,No,Mannar,4 days ago,"Rs. 195,600"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,8GB RAM,Like New,No,Gampaha,"Jan 23, 2026","Rs. 214,400"
Xiaomi Redmi Note 12 256GB,Xiaomi,Redmi Note 12,256GB,6GB RAM,Used,No,Colombo,Today,"Rs. 107,200"
Xiaomi Redmi Note 11 64GB,Xiaomi,Redmi Note 11,64GB,4GB RAM,Like New,No,Kalutara,Yesterday,"Rs. 113,000"
Samsung Galaxy A52 128GB,Samsung,Galaxy A52,128GB,8GB RAM,Like New,No,Kandy,"Aug 26, 2025","Rs. 185,700"
Realme Realme C25 128GB (Warranty),Realme,Realme C25,128GB,3GB RAM,Used,Yes,Gampaha,6 days ago,"Rs. 64,700"
Other Infinix Hot 12 64GB (Warranty),Other,Infinix Hot 12,64GB,4GB RAM,Used,Yes,Kurunegala,1 week ago,"Rs. 27,600"
Xiaomi Poco M4 Pro 256GB (Warranty),Xiaomi,Poco M4 Pro,256GB,6GB RAM,Used,Yes,Hambantota,"Aug 26, 2025","Rs. 106,700"
Other Tecno Spark 8 32GB,Other,Tecno Spark 8,32GB,3GB RAM,Used,No,Kilinochchi,1 week ago,"Rs. 44,700"
Redmi Redmi 9A 256GB (Warranty),Redmi,Redmi 9A,256GB,8GB RAM,Used,Yes,Matara,"Nov 24, 2025","Rs. 71,900"
Realme Realme GT Neo 2 128GB (Warranty),Realme,Realme GT Neo 2,128GB,4GB RAM,Like New,Yes,Kandy,2 days ago,"Rs. 109,500"
Samsung Galaxy M32 512GB,Samsung,Galaxy M32,512GB,6GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 267,800"
Oppo Oppo A57 64GB,Oppo,Oppo A57,64GB,3GB RAM,Used,No,Matara,6 days ago,"Rs. 55,900"
Motorola Moto G60 32GB,Motorola,Moto G60,32GB,4GB RAM,Used,No,Gampaha,3 weeks ago,"Rs. 20,300"
Apple iPhone 15 128GB,Apple,iPhone 15,128GB,6GB RAM,Used,No,Colombo,Yesterday,"Rs. 162,400"
Xiaomi Poco M4 Pro 64GB,Xiaomi,Poco M4 Pro,64GB,6GB RAM,New,No,Galle,6 days ago,"Rs. 121,900"
Huawei Huawei Nova 5T 128GB (Warranty),Huawei,Huawei Nova 5T,128GB,8GB RAM,Used,Yes,Kandy,"Feb 22, 2025","Rs. 61,100"
Samsung Galaxy A12 256GB,Samsung,Galaxy A12,256GB,6GB RAM,Used,No,Kandy,Today,"Rs. 81,400"
Apple iPhone XR 256GB,Apple,iPhone XR,256GB,16GB RAM,Used,No,Kilinochchi,"Aug 26, 2025","Rs. 152,500"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,6GB RAM,Used,No,Gampaha,6 days ago,"Rs. 23,400"
Samsung Galaxy S21 256GB,Samsung,Galaxy S21,256GB,12GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 165,900"
Apple iPhone 11 256GB,Apple,iPhone 11,256GB,8GB RAM,Like New,No,Trincomalee,Yesterday,"Rs. 537,300"
Apple iPhone XR 256GB,Apple,iPhone XR,256GB,6GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 119,100"
Redmi Redmi 12 32GB (Warranty),Redmi,Redmi 12,32GB,2GB RAM,Like New,Yes,Ratnapura,1 week ago,"Rs. 93,500"
Realme Realme C30 128GB,Realme,Realme C30,128GB,4GB RAM,Used,No,Matara,"Jan 23, 2026","Rs. 72,900"
Xiaomi Mi 11 Lite 128GB,Xiaomi,Mi 11 Lite,128GB,6GB RAM,Used,No,Batticaloa,Yesterday,"Rs. 56,900"
Huawei Huawei Mate 30 128GB (Warranty),Huawei,Huawei Mate 30,128GB,4GB RAM,Like New,Yes,Colombo,1 week ago,"Rs. 110,600"
Redmi Redmi 10 32GB (Warranty),Redmi,Redmi 10,32GB,3GB RAM,Like New,Yes,Kandy,4 days ago,"Rs. 34,000"
Motorola Moto G30 64GB (Warranty),Motorola,Moto G30,64GB,6GB RAM,Used,Yes,Kurunegala,1 week ago,"Rs. 52,600"
Samsung Galaxy A52 64GB,Samsung,Galaxy A52,64GB,6GB RAM,New,No,Kegalle,"Dec 24, 2025","Rs. 277,400"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,6GB RAM,New,No,Jaffna,5 days ago,"Rs. 80,000"
Apple iPhone 11 128GB,Apple,iPhone 11,128GB,3GB RAM,Used,No,Kegalle,2 weeks ago,"Rs. 397,100"
Apple iPhone 13 Pro 128GB,Apple,iPhone 13 Pro,128GB,6GB RAM,Like New,No,Kurunegala,4 days ago,"Rs. 116,100"
Apple iPhone XS Max 64GB,Apple,iPhone XS Max,64GB,6GB RAM,Like New,No,Colombo,2 weeks ago,"Rs. 222,400"
Samsung Galaxy A52 256GB (Warranty),Samsung,Galaxy A52,256GB,16GB RAM,New,Yes,Hambantota,Yesterday,"Rs. 136,800"
Apple iPhone 14 Pro 256GB,Apple,iPhone 14 Pro,256GB,8GB RAM,Used,No,Kegalle,"Nov 24, 2025","Rs. 288,200"
Nokia Nokia 5.4 128GB (Warranty),Nokia,Nokia 5.4,128GB,4GB RAM,Used,Yes,Hambantota,"Nov 24, 2025","Rs. 57,400"
Apple iPhone SE 256GB,Apple,iPhone SE,256GB,8GB RAM,Used,No,Hambantota,"Dec 24, 2025","Rs. 219,200"
Xiaomi Redmi 10C 64GB (Warranty),Xiaomi,Redmi 10C,64GB,4GB RAM,Used,Yes,Kandy,1 week ago,"Rs. 69,500"
Apple iPhone 13 256GB,Apple,iPhone 13,256GB,8GB RAM,Used,No,Kandy,2 weeks ago,"Rs. 140,600"
Nokia Nokia 5.4 128GB,Nokia,Nokia 5.4,128GB,3GB RAM,Used,No,Gampaha,"Jan 23, 2026","Rs. 28,700"
Huawei Huawei Nova 5T 64GB,Huawei,Huawei Nova 5T,64GB,4GB RAM,Used,No,Kandy,6 days ago,"Rs. 31,100"
Motorola Moto G62 128GB (Warranty),Motorola,Moto G62,128GB,4GB RAM,Used,Yes,Kegalle,2 days ago,"Rs. 20,300"
Apple iPhone 14 128GB (Warranty),Apple,iPhone 14,128GB,6GB RAM,Like New,Yes,Colombo,"Jan 23, 2026","Rs. 175,300"
Nokia Nokia G10 256GB (Warranty),Nokia,Nokia G10,256GB,6GB RAM,Used,Yes,Trincomalee,2 weeks ago,"Rs. 31,600"
Huawei Huawei P40 Lite 512GB,Huawei,Huawei P40 Lite,512GB,16GB RAM,Like New,No,Jaffna,5 days ago,"Rs. 99,200"
Redmi Redmi 12 128GB (Warranty),Redmi,Redmi 12,128GB,6GB RAM,Used,Yes,Gampaha,4 days ago,"Rs. 81,800"
Huawei Huawei P40 Lite 32GB,Huawei,Huawei P40 Lite,32GB,2GB RAM,Like New,No,Jaffna,3 weeks ago,"Rs. 127,900"
Samsung Galaxy A53 128GB (Warranty),Samsung,Galaxy A53,128GB,6GB RAM,Used,Yes,Galle,1 week ago,"Rs. 38,200"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,6GB RAM,New,No,Kalutara,2 weeks ago,"Rs. 559,000"
Apple iPhone 14 Pro 128GB,Apple,iPhone 14 Pro,128GB,3GB RAM,Used,No,Nuwara Eliya,Yesterday,"Rs. 106,500"
Oppo Oppo Reno 5 32GB,Oppo,Oppo Reno 5,32GB,2GB RAM,New,No,Colombo,1 week ago,"Rs. 80,500"
Huawei Huawei Y7a 128GB,Huawei,Huawei Y7a,128GB,3GB RAM,Like New,No,Colombo,2 days ago,"Rs. 138,700"
Oneplus OnePlus 9R 128GB (Warranty),Oneplus,OnePlus 9R,128GB,4GB RAM,Used,Yes,Kandy,"Jan 23, 2026","Rs. 234,800"
Redmi Redmi 12 128GB (Warranty),Redmi,Redmi 12,128GB,4GB RAM,Used,Yes,Kandy,"Nov 24, 2025","Rs. 63,600"
Xiaomi Redmi 12C 128GB,Xiaomi,Redmi 12C,128GB,4GB RAM,Like New,No,Hambantota,2 weeks ago,"Rs. 139,800"
Vivo Vivo Y33s 64GB,Vivo,Vivo Y33s,64GB,6GB RAM,Like New,No,Colombo,"Jan 23, 2026","Rs. 62,400"
Oppo Oppo A54 64GB (Warranty),Oppo,Oppo A54,64GB,8GB RAM,Used,Yes,Gampaha,"Dec 24, 2025","Rs. 47,900"
Sony Sony Xperia 5 III 256GB,Sony,Sony Xperia 5 III,256GB,16GB RAM,New,No,Trincomalee,2 days ago,"Rs. 152,500"
Realme Realme C30 128GB,Realme,Realme C30,128GB,4GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 60,300"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,3GB RAM,Used,No,Matara,2 days ago,"Rs. 181,400"
Apple iPhone XS Max 128GB (Warranty),Apple,iPhone XS Max,128GB,8GB RAM,Used,Yes,Puttalam,4 days ago,"Rs. 92,000"
Apple iPhone 13 Pro 64GB,Apple,iPhone 13 Pro,64GB,6GB RAM,Used,No,Colombo,1 week ago,"Rs. 218,000"
Motorola Moto G60 128GB,Motorola,Moto G60,128GB,3GB RAM,Used,No,Anuradhapura,"Dec 24, 2025","Rs. 20,500"
Oppo Oppo Reno 5 32GB (Warranty),Oppo,Oppo Reno 5,32GB,2GB RAM,Like New,Yes,Kegalle,2 weeks ago,"Rs. 46,700"
Other Itel A49 128GB (Warranty),Other,Itel A49,128GB,6GB RAM,Used,Yes,Colombo,"Nov 24, 2025","Rs. 43,700"
Vivo Vivo Y20 128GB,Vivo,Vivo Y20,128GB,3GB RAM,Used,No,Colombo,5 days ago,"Rs. 63,900"
Samsung Galaxy S21 128GB,Samsung,Galaxy S21,128GB,3GB RAM,Used,No,Colombo,5 days ago,"Rs. 186,700"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,3GB RAM,Used,No,Kurunegala,"Feb 22, 2025","Rs. 36,400"
Nokia Nokia G21 64GB,Nokia,Nokia G21,64GB,3GB RAM,Used,No,Kalutara,"Aug 26, 2025","Rs. 35,400"
Apple iPhone 12 Pro 256GB (Warranty),Apple,iPhone 12 Pro,256GB,12GB RAM,Used,Yes,Kandy,1 week ago,"Rs. 341,700"
Oppo Oppo A74 128GB,Oppo,Oppo A74,128GB,6GB RAM,Used,No,Jaffna,2 days ago,"Rs. 40,600"
Huawei Huawei P30 Pro 128GB,Huawei,Huawei P30 Pro,128GB,3GB RAM,Used,No,Colombo,5 days ago,"Rs. 30,400"
Oneplus OnePlus Nord CE 128GB,Oneplus,OnePlus Nord CE,128GB,4GB RAM,Like New,No,Batticaloa,2 weeks ago,"Rs. 246,000"
Vivo Vivo Y21s 128GB,Vivo,Vivo Y21s,128GB,4GB RAM,Used,No,Nuwara Eliya,"Dec 24, 2025","Rs. 37,000"
Redmi Redmi 9C 128GB,Redmi,Redmi 9C,128GB,3GB RAM,Used,No,Kandy,"Feb 22, 2025","Rs. 13,400"
Other Infinix Hot 12 16GB (Warranty),Other,Infinix Hot 12,16GB,2GB RAM,Used,Yes,Colombo,3 weeks ago,"Rs. 21,100"
Apple iPhone 14 Pro 128GB,Apple,iPhone 14 Pro,128GB,4GB RAM,Used,No,Badulla,1 week ago,"Rs. 343,500"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,3GB RAM,Used,No,Jaffna,"Nov 24, 2025","Rs. 333,900"
Samsung Galaxy A32 256GB,Samsung,Galaxy A32,256GB,16GB RAM,Used,No,Jaffna,6 days ago,"Rs. 169,500"
Huawei Huawei Nova 5T 128GB (Warranty),Huawei,Huawei Nova 5T,128GB,4GB RAM,Used,Yes,Colombo,"Aug 26, 2025","Rs. 24,700"
Samsung Galaxy S22 256GB,Samsung,Galaxy S22,256GB,16GB RAM,New,No,Kandy,"Dec 24, 2025","Rs. 292,500"
Samsung Galaxy A12 512GB,Samsung,Galaxy A12,512GB,6GB RAM,New,No,Trincomalee,"Feb 22, 2025","Rs. 336,500"
Oppo Oppo A57 128GB (Warranty),Oppo,Oppo A57,128GB,6GB RAM,Used,Yes,Jaffna,6 days ago,"Rs. 23,000"
Realme Realme GT Neo 2 128GB,Realme,Realme GT Neo 2,128GB,3GB RAM,Used,No,Ratnapura,"Aug 26, 2025","Rs. 21,600"
Oppo Oppo A74 32GB (Warranty),Oppo,Oppo A74,32GB,3GB RAM,Used,Yes,Kalutara,"Jan 23, 2026","Rs. 93,500"
Xiaomi Poco X3 256GB,Xiaomi,Poco X3,256GB,6GB RAM,Used,No,Galle,3 weeks ago,"Rs. 129,300"
Vivo Vivo V21 256GB (Warranty),Vivo,Vivo V21,256GB,6GB RAM,Used,Yes,Ampara,1 week ago,"Rs. 41,600"
Vivo Vivo V21 64GB,Vivo,Vivo V21,64GB,8GB RAM,Like New,No,Colombo,"Dec 24, 2025","Rs. 72,200"
Apple iPhone 14 128GB,Apple,iPhone 14,128GB,3GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 132,600"
Samsung Galaxy M32 64GB (Warranty),Samsung,Galaxy M32,64GB,6GB RAM,Used,Yes,Kalutara,"Jan 23, 2026","Rs. 187,500"
Samsung Galaxy S22 64GB,Samsung,Galaxy S22,64GB,3GB RAM,Used,No,Kandy,"Nov 24, 2025","Rs. 25,200"
Samsung Galaxy A12 128GB,Samsung,Galaxy A12,128GB,6GB RAM,Used,No,Batticaloa,2 weeks ago,"Rs. 167,600"
Huawei Huawei Y7a 128GB,Huawei,Huawei Y7a,128GB,4GB RAM,Used,No,Gampaha,6 days ago,"Rs. 80,900"
Samsung Galaxy A13 64GB,Samsung,Galaxy A13,64GB,4GB RAM,Used,No,Kandy,"Dec 24, 2025","Rs. 189,200"
Redmi Redmi 12 64GB,Redmi,Redmi 12,64GB,6GB RAM,Like New,No,Ratnapura,"Dec 24, 2025","Rs. 60,000"
Samsung Galaxy A53 32GB,Samsung,Galaxy A53,32GB,3GB RAM,New,No,Badulla,"Aug 26, 2025","Rs. 304,000"
Samsung Galaxy S23 128GB,Samsung,Galaxy S23,128GB,6GB RAM,Used,No,Vavuniya,"Aug 26, 2025","Rs. 238,100"
Nokia Nokia G20 128GB,Nokia,Nokia G20,128GB,4GB RAM,Used,No,Galle,"Jan 23, 2026","Rs. 47,000"
Realme Realme C25 128GB,Realme,Realme C25,128GB,8GB RAM,New,No,Nuwara Eliya,"Feb 22, 2025","Rs. 62,500"
Xiaomi Poco X3 64GB,Xiaomi,Poco X3,64GB,6GB RAM,Used,No,Kandy,"Dec 24, 2025","Rs. 37,800"
Vivo Vivo Y21s 128GB,Vivo,Vivo Y21s,128GB,6GB RAM,New,No,Anuradhapura,"Aug 26, 2025","Rs. 98,100"
Xiaomi Mi 11 Lite 256GB,Xiaomi,Mi 11 Lite,256GB,16GB RAM,Like New,No,Badulla,2 weeks ago,"Rs. 162,000"
